crop,N,P,K,temperature,humidity,ph,rainfall,soil_moisture,light,yield
Tomato,102.75957829251338,52.18507245124689,63.56311155749513,34.42867289818592,70.71223373546928,6.772666027740929,90.6354385094736,27.22783634989984,1238.9376564362888,Medium
Tomato,117.21873604842881,51.170185260780954,66.70388893512937,35.56975879691733,80.93164113188138,7.543118281290727,23.750647129246993,46.01448803668161,1216.5723363203415,Medium
Rice,88.28399381684416,42.91535290885768,43.13930532903776,39.82411990298251,44.058811060446935,7.161562853203963,96.9302535619099,54.00135987105968,1444.0979572028937,Medium
Sugarcane,145.51381834319346,73.05165991450166,90.73381883419395,38.967560185196156,43.18251437667391,6.68356539582439,10.675606593588437,41.817904211802606,754.5198558433483,Medium
Cotton,89.38052137845096,48.948489956638475,48.48173467689261,39.35987019165417,94.24159094637815,7.594485142059235,53.60963663441204,40.1192950586113,1720.692529560423,Medium
Cotton,96.76850250349625,49.19289008630618,53.369369929211246,37.97941379588899,44.55116310194184,8.129984457777379,55.158787254407,30.714226973905063,1116.8826748780536,Low
Sugarcane,151.4773876221159,67.80530826286669,90.68184439711791,36.05297307839272,86.10807875911257,6.9060794793849105,41.48195023376652,37.771459675495905,584.5632449763907,High
Sugarcane,151.71228459003757,73.82305921301885,90.63907515773742,29.628738308136796,79.93664642395164,7.771243606127367,37.78505492757864,35.67051410142607,807.5679927597873,High
Rice,90.60147815855949,43.028877668117495,44.42322975617778,30.453206011447396,59.69894949180623,5.840672776598887,67.15731955927996,53.820000558746564,1658.477587603459,Low
Maize,89.68536260157589,33.861347738902445,45.827425599904146,27.001149175461876,63.12946782657913,7.854004791832929,63.936135697424234,72.32790338875853,1854.7265880149394,Medium
Cotton,100.27035437130243,50.48070231215495,51.64670503255793,17.275052276283258,79.95183679576255,7.142338920697335,45.09104474161044,79.18063309621274,946.9391773129257,High
Wheat,111.48308780322422,59.888904602206765,80.76813089787862,27.31545234982174,58.081338565812956,7.400202562950177,24.014561877819308,24.931116327063155,693.3195828659739,Medium
Potato,86.17936550349958,47.999777351350396,53.183891912859124,32.41253665567697,62.64136678966405,8.122952814563252,51.52360548642109,83.25217270255678,1402.9030933114404,Medium
Maize,80.92250463355755,33.881949013532285,42.13182226153495,24.10674652620189,67.68794989701712,7.571184485888096,3.9312139841098936,71.96167592908778,1441.8505842363616,Low
Potato,88.8697349790095,45.08333053425076,55.356256851522126,28.414766149683313,90.82229675090882,6.208349599352213,75.99554089375856,54.532274008279714,1580.7740920871972,Medium
Wheat,122.88278481527882,60.62250030908707,86.15776161691048,17.679300283494403,64.60768017529,7.09785179936507,24.247050363472965,37.50081001170976,1065.926244656934,High
Wheat,125.94799890642375,60.44667231739271,80.15053189185838,20.83041028874503,58.860977535304315,6.921909824291669,35.51043032793048,62.17348461895244,1219.3731526313754,Medium
Cotton,111.87164701746194,52.029065385374594,49.11899088225295,18.189507569889095,55.607674818929844,6.5892468891959055,64.59172413316013,57.100589803479274,1034.1450888467693,Medium
Tomato,112.482890794824,54.611497223531934,64.58752208208827,36.27043794590365,44.83381934970791,7.917594660223431,5.565348935697534,74.7504122943818,577.4532168117693,Low
Potato,96.3522841288992,44.89952378110173,54.52210390626718,39.236760831884226,87.60289192416892,7.951216212847839,25.790282704493983,31.10769318035428,1502.9648298866464,Low
Rice,91.42990083094142,45.566225670750114,45.483941196019714,20.126939003736478,93.23967365773288,7.632857436510244,19.950692733831975,67.85606694040173,1294.760034771675,Medium
Rice,82.37854733415004,43.59547262915727,40.72171654282023,27.028502546370436,69.29241879033722,5.6554706104672805,33.660427819392055,28.736954001033325,595.0624557091517,Low
Cotton,103.13308033766492,47.97476385817394,54.77975654443665,34.85723624916156,45.86845875623898,8.052182380049365,74.59745255487181,46.5536890408346,1899.4071006499319,Low
Maize,85.4329489373645,34.68864552921584,47.335564123319614,18.494309415657238,83.73970215229396,6.104881960143233,16.36559428657045,30.677276865514543,1721.862080347073,Low
Maize,88.71182458129559,35.48691302139977,46.640491478972514,32.07455158542831,64.85717307144716,7.641347364565978,89.96674452921731,60.56660037181945,1309.6715928719495,Low
Potato,87.09874031628236,45.03210683728786,54.52164266793966,28.588821527849717,89.85596610305008,7.372713987741976,11.689804070836407,81.08908803487589,1441.5620796071266,Medium
Wheat,121.69248203747208,59.1694241721984,81.26556373221257,37.347314576273945,83.37284661734918,5.955024639198253,31.172206779554823,36.151794087940274,1615.9194388590154,High
Sugarcane,153.29352562854876,68.18168476582976,93.28419234221488,17.572900768603624,69.50647433165271,6.636464696670747,45.700021928167835,59.25726168471331,1253.4325211937953,High
Tomato,97.13534379307828,54.22892352006418,67.66087712653817,32.904476868323805,72.94661506275295,7.980396483427235,95.90747945640278,42.26407671660532,841.0264745449806,High
Potato,98.27182828177028,44.88883065817909,55.55993725263964,27.64721697211165,73.62998294890562,5.554330551462521,87.21239089441515,80.5876883614348,1347.6997753838134,Low
Cotton,106.02485323650374,51.34485003779019,48.74025670875844,16.933026637219683,45.733583132849525,8.021318895941269,91.0686198255713,27.9827008199727,853.8590518926218,Low
Wheat,132.69345550868744,61.047905334215585,78.8238263473709,23.379931041147522,84.15693967289063,5.513896069013809,33.34991716911442,45.88096508341131,1306.0934044068845,Medium
Maize,84.6726132312127,36.614834722165604,46.681054500503116,29.67670560341418,41.80656686338911,8.238248388637388,24.822644275715188,57.546077015950566,748.2699761419607,Low
Tomato,108.84532734895662,56.392412729626834,68.69791218989069,15.32736141470834,76.49455546091909,6.034107900609254,96.10703174694551,29.663077303952342,1121.9361855905356,Medium
Cotton,93.30185750903104,50.29778045530445,47.87948345210776,24.93295288643995,63.47338979352122,7.899346066222808,34.9386999049333,50.43506884868965,1437.4639805765785,Low
Tomato,122.84963419845167,52.785791090799954,67.77716453808057,26.019068673455706,62.04196834814293,7.178920993924653,15.52402459307125,31.825328482192624,1792.678431520276,Low
Potato,90.85670981831103,46.84326943670769,55.12726648073711,35.01874428715303,93.84122895887786,8.019366578369713,86.69937600115234,46.518992198714905,1327.5838928890096,Medium
Maize,88.60836032021618,32.741896457565545,43.950959467440455,31.31865269629687,53.10005295756996,5.798324178278035,24.317219099945408,66.94735057061784,1783.5447021594287,Medium
Maize,83.62095217199004,32.884937497133315,43.79312749019447,30.831019372774016,80.47475372578012,8.04438428640065,12.27768896627085,76.9688649318941,1464.3883454213799,Low
Wheat,113.79249384525438,58.36738918189031,82.63153301656432,21.701591020571907,74.32818993170237,6.728234956573721,55.204718085198024,48.34822439379558,941.6986393128765,Medium
Cotton,100.83207574381444,48.04804038341667,49.96022054101842,19.552678470539583,66.66281019326904,7.037372967645765,74.16869442286655,65.42498045545878,1103.8250653954708,Medium
Rice,90.85432719063971,41.63203332729464,43.036867866130784,19.291982146207587,54.97690295856529,5.5551720296424,91.4298806560499,27.653820387859174,1364.7747132713803,Low
Sugarcane,149.2565178794389,68.64151616657313,93.62190053266389,17.66446825321686,47.701019626324694,6.291051407903849,26.64983933708822,67.59199759983906,876.0959908423966,Medium
Tomato,104.98121054218315,56.020592779164645,64.6837970198596,24.578463206237437,68.54047379055606,5.640897900325165,16.628336875607943,67.97218506771408,624.1980018876897,Medium
Cotton,98.87497048314812,52.41518434086052,50.460974429207006,30.26011667519894,92.21187383817711,6.689948119156163,95.40869365396331,28.77508303237845,1225.6324128986191,Medium
Wheat,117.12181086881112,60.244019629290726,85.1201690765376,23.356097270424023,82.4001712060202,5.819794759401315,7.513778173580876,67.33226915323422,1243.2369743092977,Medium
Maize,80.27654656231785,39.60582379544623,46.971445433647126,39.05246964410294,83.45074573355208,7.571680697336921,52.13006674135694,25.635838771041932,1937.2561895058955,Low
Maize,89.08349258856785,36.237323919419865,47.5725372268092,36.22989128913298,53.73174048725522,6.968274890929422,22.120944181960223,84.19842051978206,1916.0890095299198,Medium
Potato,95.51738882656592,43.93118662795327,51.09502625397864,18.01306446966161,80.20630193020548,6.0777970833568915,11.528202124728438,47.41457288248331,1693.0127569386461,Low
Potato,95.1415918806523,45.05951227899149,56.876567611952,15.925190867887316,72.79484331651292,6.190026511863109,12.056688577727881,25.001958105898595,1544.4331638172096,Low
Wheat,118.69486373376603,60.269969441639375,80.82514079328824,34.76807912097409,57.53138766126385,7.3776741293110275,88.5977748236187,60.031107231849795,849.4392121304506,Medium
Potato,96.28080729216913,44.96023677942227,56.281807698818476,16.750742643686777,40.52169884956739,5.6580515079316855,8.854341061361815,22.443790258406956,1219.6719902847572,Low
Cotton,91.59089837433385,46.4828020000117,48.25473874525798,17.761852828284866,59.50421867024271,6.3617169749622455,29.630812045599008,35.184503818244146,563.1397844545428,Medium
Rice,88.77465190841832,40.233685509807046,41.70289628788126,29.713855724331133,94.02817832940448,8.15259693439451,60.079844644219804,78.74205786639257,1983.7773647200383,Medium
Potato,95.83226104106528,45.9849025280163,55.578337287815636,20.766745292943966,49.70904176030295,6.161458627210526,18.643826214425452,70.67299078183896,1025.1878887500952,Medium
Tomato,103.75412469337977,56.14296139315397,70.00339642572088,28.125787521506705,54.312835237334,7.045743772944178,49.118634086862656,84.76182542743707,1846.154222069306,High
Maize,81.4739463183511,33.592759874147106,49.71475273006541,29.502155195945278,45.03177605687652,8.13238258789114,26.560004258870606,28.418469883382272,1833.1221198034657,Medium
Rice,92.53367331243419,41.59857410332543,41.187928410995454,21.316227349022128,40.27951768999143,7.58714287854925,4.878358167317309,54.619163761049535,1943.1829588880746,Medium
Tomato,114.53747384208629,55.0717890995354,68.73000646799495,28.594472699934983,87.54710841690417,7.701729756861106,52.12603121804149,76.43045226335056,867.9282983830019,High
Maize,87.0280879657019,36.43001402760228,46.00483326437406,32.00351929400751,74.02362580183514,7.758149918672924,15.86051052930737,77.25659934793035,1807.7652916178479,Medium
Maize,82.29050437805726,36.27778209187355,48.134615733277904,21.4672082674477,50.622307552301116,5.752294673403954,32.6433576503293,56.38988030007391,673.7657851703865,Low
Wheat,123.22742090570537,64.32650944661091,79.384443530094,34.025697562550704,69.76966182718607,8.388976011576984,34.187216603868606,61.12042305370663,1898.0421582650263,Medium
Tomato,107.2222663359329,55.98358611079922,65.98083914340553,32.71430011506573,66.04656386392986,5.673761381676395,7.469441775785402,75.4069528479121,1985.2225591259705,Medium
Potato,96.83551133394033,43.948389225374086,54.73792318600201,34.26018544519483,77.58124571335779,6.8377081191302445,27.362666628166586,84.81309251025122,1139.2719533539594,Low
Tomato,110.44476136304851,57.3318274307428,63.91479031648345,35.9986791168118,82.50525290092425,6.190161049094302,13.133512640937806,76.42353096459904,1944.8549801601978,Medium
Cotton,102.15420122166874,50.48661532825673,49.312623304124436,22.79879976237826,57.64085072409701,7.673268017842351,74.58370120309642,33.02334433066632,1802.1842202357966,Medium
Cotton,94.18389729954798,55.12811589860069,47.5684932516655,20.092531231906854,45.014046972340545,5.960974114483338,45.36936346052827,54.47303559233664,526.7928387174791,Low
Tomato,110.98260584850735,56.418007515177024,64.82052861142554,17.93270472405986,46.88521857114027,7.556695861686914,43.030589489946266,33.03410723552189,1237.3918201121553,Medium
Potato,88.36772602773267,47.30916856371874,52.093147005451186,39.6087851850726,48.22693534671612,6.893795789907431,68.04566263593253,45.71043045219797,1962.0497778060349,Medium
Sugarcane,155.1176076123283,67.8127421078732,90.74426278218633,15.990470633708929,66.4278820991806,5.814790535254525,24.204501586252746,84.13306856236451,713.7433143522699,Medium
Sugarcane,157.51699150883576,71.75472458115134,89.55807165234067,23.1615327060998,68.47414038615912,5.7635994974345,35.06269312091808,22.158202071438826,617.8677457325311,Medium
Sugarcane,153.1605805063419,68.04246670427749,90.70378213581287,18.105499168201483,89.29217164767711,7.284329912130808,61.6604581862474,59.84137136626438,948.2538295059708,High
Cotton,101.96631575691839,51.36289016071457,48.841073451859856,35.3706278436628,44.40631655115713,8.184449968181582,54.75923761537362,73.12435504756209,1178.47742677745,Medium
Maize,93.42824150709582,34.07940911161231,48.4644305049713,26.981973214407184,73.86581120682335,6.487052313443987,47.01825926966651,68.37813926367211,1807.7491684596816,Medium
Tomato,109.87822703869509,59.28454071722373,68.45508634020142,20.711368533282467,94.7983653831208,8.42437948644035,65.03256863469369,32.97025931039443,1520.342363646937,Medium
Tomato,103.27657287378032,54.25965873889322,64.32675454535767,39.019513787174425,62.87490513808174,8.038735876057148,62.876481820594506,67.79776941327393,1651.5858321001704,Medium
Cotton,92.19096569302265,54.00347420506027,49.789216149125345,36.83558095204151,89.53860252061922,6.765162780620367,27.682779723505156,58.502771358568545,1868.5450184250365,Medium
Cotton,96.63755263434858,45.43036085534886,49.02092111261699,34.40000517588574,62.29206006971589,7.305566150986026,63.25405332263061,44.235161417280736,1268.9228078087076,Medium
Tomato,109.87222964504278,57.34545803851873,66.08720030918886,26.132631375066637,68.31495446613296,6.577700108199297,59.29508514349274,30.62905171802648,1086.622304977641,Medium
Rice,95.23504587321658,41.40947553458462,43.03377011683979,29.967849502502688,61.816287698895906,6.211083571325009,23.46740382615511,77.44112852794892,1163.0365606742862,Medium
Wheat,129.75517149010008,58.820042819171114,79.67306532659559,29.697109277759672,92.17208451682885,6.257583346226258,35.92507479162455,44.65830834495755,1408.3072364673244,Medium
Potato,93.39182474391309,49.153495967121685,55.763870904463104,29.633859109918802,87.75492042822923,6.117523630110305,11.191961939772789,37.53372474860433,585.6302841339723,Medium
Potato,88.81329177276477,46.25849794378717,55.38187550154663,32.20519664666489,61.855844365542055,6.93969124477622,68.59677359829841,21.129686362056177,984.6959856054178,Medium
Tomato,109.33210079347393,57.17173268373561,60.79816227709617,31.67160643865261,47.68081901159721,5.5899207696180335,30.79299415911909,65.80424957788203,802.7801781844225,High
Potato,93.02789076460739,44.14542874878453,53.55841916212712,20.864032333370716,92.98407580512195,6.265919574185295,66.16323503711467,83.61103368103448,1061.445150709689,Medium
Sugarcane,162.01707792619138,69.88476240593283,90.40219809342993,15.75967649242092,91.20217825288378,7.568580253094684,67.65133857772466,34.018884905851614,1488.3282053489856,High
Tomato,114.19592433858156,58.63074536965381,63.01994752738748,30.12384806726352,57.49613544899657,8.099316002582936,99.33369373586285,68.90780457001222,635.7225429305761,Medium
Potato,97.82201493946633,45.71110125934871,51.630429210359075,31.689834639089618,84.43152680676923,7.786855404329847,79.78136488586345,48.31291546284065,1726.7513242625323,Medium
Sugarcane,149.13464087858065,70.03115809516294,87.80744982620959,24.904317290231383,78.25069636794242,6.665674303811038,44.86936226225306,35.440368506831284,1059.87768744401,Medium
Cotton,100.20844518565971,49.53520178699905,50.902190593165955,33.98360819807165,67.52449200219078,7.1270909949392145,95.14785596659911,75.06587848921733,1871.3547739272049,Medium
Tomato,104.21627887474025,51.93440829547531,67.89076937916587,28.34006366817196,73.43478010363945,7.794649784626385,81.29857387160935,66.67799995472214,1933.285543932402,Medium
Tomato,108.64700054168316,57.52364082586822,65.25861395033269,24.501862723430133,50.84347696150825,6.937549688330799,19.4558323185301,30.81155450330424,1426.0276361194615,Medium
Tomato,105.05704446424541,52.79282136556846,65.35978830230695,22.782692478900092,73.5683580821005,7.648452022669581,27.262400073353376,46.88069159914785,682.8291400054213,Medium
Maize,82.29838908431256,36.02708141632703,46.89787997967519,19.63071116368524,90.47638690442575,6.773582275589085,8.703896258765864,73.02366182777826,1060.2645245575814,Low
Tomato,112.35980666623304,55.27843081728981,67.41230679134118,37.1051615837102,52.544387457191284,6.1361345197246795,61.09809888509917,46.7168505374358,1759.7919543000805,Medium
Rice,93.7358261212979,40.59833664226783,44.60580323629137,25.59345634121907,76.71524446103088,5.786605941504004,62.3859324676573,49.36489911791989,1379.9126947632112,Low
Potato,97.51399615483201,44.27897156655222,59.93610436445965,19.461149130694302,57.17494823268378,6.19073850528361,20.61861645184264,61.467451565538056,885.3257714685722,Low
Tomato,109.55858975824373,60.159418675308636,63.39265086406054,25.70499037314037,79.4678771111997,7.577308453973108,99.12559937021884,28.34562881451814,656.1644740762495,High
Wheat,123.40648087210235,59.45307150709035,78.50272937192733,31.132245938142923,72.76629005039263,6.703563742116948,36.695607920480064,42.33143086042075,1425.73367509347,High
Tomato,106.20479776395676,55.06691754198461,63.75636339898722,28.500297865112763,88.40434981588021,7.452632107141582,53.29577865513353,41.081693952499414,999.5028695872969,Medium
Sugarcane,149.28243827822294,68.94267599332568,86.09776305030229,29.511875167916866,44.882206675927264,8.38499720786444,63.49600455910331,69.0644582961551,755.7169072608763,Medium
Wheat,119.4438696932565,58.19218471707042,78.52894011482047,31.62279311218045,83.7497478434351,8.281533458438357,23.464208185545353,45.955534527605025,728.6240199956262,Medium
Tomato,114.3265845101019,56.52819215699255,66.54621441339047,17.323228609484747,54.1375996537644,7.863705964876795,86.46861920335402,59.55161682288644,1260.2576477307239,Low
Cotton,94.64702830882199,48.220507796426865,48.59142458361762,38.42394557577657,70.4591232391807,6.416572931974071,39.698151707428345,49.068165132814315,1400.891500040926,Low
Potato,97.24505481709468,43.93898475412369,58.37938082671745,24.776069076454363,67.56341495501053,6.691536332287633,53.97326187599428,60.816753430221326,1511.4557096135727,High
Wheat,121.33696157035952,60.64339561239203,78.66381909271391,17.022982076281306,62.16390983208388,6.020573544959526,69.49510889024617,42.49648222495606,1963.4153012898723,Medium
Wheat,118.8742673632499,60.39515784410282,84.92975527171536,34.120245022574885,49.616124499322694,7.007698229390327,39.86630277723131,29.514309490546193,1051.3016334372971,Medium
Tomato,110.28324962448553,56.05938550871346,64.85900244388182,22.79540332713149,67.83780245621342,6.818535065898731,10.566468426174392,61.65371045486341,824.0572737643994,Medium
Sugarcane,141.71783567414425,72.51287268469038,92.28797583840432,19.794561389796513,51.64654428660131,6.953804761056594,75.4253544343863,60.2673538414932,946.0325723552584,Medium
Potato,92.18175486286829,44.17813768740163,54.26555156809001,17.526145275266167,78.06887379317726,5.686875394390188,50.94221281497897,84.7852955004435,1720.9554042590282,Low
Potato,92.03586031310255,43.98533444922291,56.90107601585689,33.10793674191653,83.56514985682988,6.714395287255599,65.40757953719981,43.02535562891035,1288.2569329529601,Medium
Sugarcane,152.70731364102394,71.5183103206053,88.84697919854656,15.479806920576417,54.28972648097688,7.7808694693664044,13.710970572899905,54.795158544418456,822.8028080258563,Low
Tomato,112.08118183463797,57.15236664266064,64.75530619471779,21.646278416357838,75.53495679043795,6.998001504935855,26.60192780053807,29.70045556676145,690.7996440311744,Medium
Wheat,125.84108860908432,58.274189322499005,75.39460602091057,24.861906964250885,65.26957226232926,7.855049631511171,89.20846889402344,82.09675462275534,1680.3550793829427,Medium
Rice,89.01097657051747,41.24048532003952,42.82472348436705,34.52926059467298,85.38227077607871,6.986356310382945,38.63489098483155,49.25808810728438,840.4470415480462,Medium
Rice,90.16002074532884,40.49316425930763,43.91994428587823,27.805548020316863,77.41252785645943,5.625018701807153,8.479201604580322,66.56102022407435,608.1265039980101,Low
Maize,80.98753633394176,37.5976226496941,43.038165114079405,34.36633827952954,76.3753836088728,6.055586703602404,17.410933533408436,26.395717231370824,1490.4540795520072,Low
Wheat,123.0356555039181,62.62231777263621,77.494821975269,18.03466045398516,73.82571324213767,7.8239013419133645,64.39042535411306,54.46963866119529,562.9268351474544,Medium
Wheat,116.09489785367555,59.25898739662096,77.97881182658679,27.150387574438497,90.61634496706742,7.062304425502639,61.649972689508346,30.18149840329754,565.6034388199542,Medium
Rice,84.77595402989483,38.067286821248,47.112414259880644,38.576895943617686,53.238099150787775,5.864504128902754,19.747048985993732,77.65011851360252,1468.716218982809,Low
Maize,78.93771360575386,37.27097003272554,44.30004374569117,28.60041447956879,74.98389200514038,6.163190114361186,97.83972788005958,68.63247388863485,1336.719838266605,Medium
Potato,89.80599085998722,46.00580080982827,55.65254934169337,38.43470166242797,42.374555468835645,5.994444447188311,13.172877345456191,67.18869414904421,1726.6779947854177,Low
Potato,89.0195138408781,44.92052219038765,53.05250070408385,33.95462527691343,80.88830823421351,7.335821516011993,10.593071255849296,29.852009153198782,640.635380968335,Low
Cotton,106.44876377041373,51.34636270253991,49.72308803203245,15.233290495677332,53.56733754868927,7.6793851453390145,99.18099513493634,26.446576473169035,1102.2414737919325,Low
Wheat,113.53232128203169,62.155907790211515,81.51842199983966,30.37445600852831,77.83362604339533,6.625779713327999,53.86956673430391,54.07034609720055,1772.071686696158,High
Wheat,112.75071717259547,57.787383637543314,79.09162088337696,36.916269045705015,94.7983885694986,6.604928591520546,44.861063095454256,66.9346109831779,1829.2936706976118,Medium
Maize,86.96955986618076,33.24994918468751,44.16761199453972,25.058178117163898,88.08443588356307,7.030329137496476,72.34047656122863,26.768928264818683,838.1581331955408,Low
Cotton,110.30751788318199,52.416732461186285,52.048125051622925,21.74551800320536,85.37771755990342,6.994767046790361,7.705827913433117,23.805810400858647,1001.3574780440912,Medium
Sugarcane,150.40781517492184,72.6131149235287,88.19097062202114,33.38764016218844,52.972167952902794,6.614266005619138,6.254222689736844,72.08884952826874,1649.882785957465,High
Rice,90.94923918106232,43.153516132386144,46.72361156733926,34.6412904520058,46.5084905007863,6.729714669088865,83.98022856356172,44.94914187564786,1357.8084068407798,Low
Tomato,107.55575289106864,52.76076513342198,65.2817724938224,22.468139339719325,91.73735848134373,6.277890276597321,42.96568127389351,76.72746628149912,1762.900350187713,Low
Tomato,96.42946349754456,53.401003333673025,65.31275624583655,30.779266148917657,42.741311528061786,8.211739990781124,90.93901920083962,70.71384912295665,510.54380572042874,Medium
Rice,91.773892410851,39.80427528330155,43.79061892491697,31.42387890667849,92.61380415959019,5.706874049069263,5.705472115125431,38.342159855058014,892.5585256038589,Low
Maize,89.43165098030795,33.614676884339794,44.866942964895934,25.722171971525967,86.46341899573119,6.30441706028654,15.638180440344795,75.45082552123728,569.7508796600982,Medium
